usuario,productos_tot_num,compras_tot_num,precio_medio_prod,ultima_compra,gasto_tot,productos_por_compra,F,M,ult_compra_dias,R,valor,RFM
568143726,1,1,21.59,2019-11-06,21.59,1.0,1,1,115,2,4,211
568146922,3,1,4.576666666666667,2019-11-19,13.73,3.0,1,1,102,2,4,211
568166512,2,1,4.745,2019-12-17,9.49,2.0,1,1,74,3,5,311
568175255,7,3,8.232857142857144,2020-02-11,57.63000000000001,2.3333333333333335,1,1,18,5,7,511
568179257,3,1,15.396666666666667,2019-11-06,46.19,3.0,1,1,115,2,4,211
568179924,2,1,34.225,2019-11-08,68.45,2.0,1,1,113,2,4,211
568195518,2,1,7.575,2019-11-06,15.15,2.0,1,1,115,2,4,211
568200626,2,2,24.84,2019-12-17,49.68,1.0,1,1,74,3,5,311
568200827,8,1,0.98875,2019-11-08,7.91,8.0,1,1,113,2,4,211
568215123,1,1,12.86,2019-11-06,12.86,1.0,1,1,115,2,4,211
568215687,18,1,4.553888888888888,2019-11-10,81.97,18.0,1,1,111,2,4,211
568219137,15,2,5.6273333333333335,2020-01-21,84.41,7.5,1,1,39,4,6,411
568228659,17,1,3.052941176470588,2019-11-06,51.9,17.0,1,1,115,2,4,211
568274879,1,1,3.97,2020-01-31,3.97,1.0,1,1,29,5,7,511
568279320,7,1,4.307142857142857,2020-02-28,30.15,7.0,1,1,1,5,7,511
568282231,4,1,5.125,2019-11-06,20.5,4.0,1,1,115,2,4,211
568312125,14,1,3.605,2019-11-08,50.47,14.0,1,1,113,2,4,211
568331285,31,2,3.159032258064516,2019-12-01,97.92999999999999,15.5,1,1,90,3,5,311
568350487,10,1,3.274,2019-11-06,32.74,10.0,1,1,115,2,4,211
568374010,19,1,2.3636842105263156,2019-12-11,44.91,19.0,1,1,80,3,5,311
568398545,4,1,5.4775,2019-11-14,21.91,4.0,1,1,107,2,4,211
568399819,11,1,4.517272727272727,2019-12-15,49.68999999999999,11.0,1,1,76,3,5,311
568417082,8,1,4.69375,2020-02-10,37.55,8.0,1,1,19,5,7,511
568434522,10,1,6.025,2019-11-17,60.25,10.0,1,1,104,2,4,211
568442783,8,1,6.50875,2019-11-07,52.07,8.0,1,1,114,2,4,211
568445646,4,1,2.86,2020-01-23,11.44,4.0,1,1,37,4,6,411
568446143,2,1,6.27,2019-12-15,12.54,2.0,1,1,76,3,5,311
568454508,6,1,5.941666666666666,2019-12-08,35.65,6.0,1,1,83,3,5,311
568455654,12,1,3.135,2019-11-07,37.62,12.0,1,1,114,2,4,211
568461311,2,1,4.84,2019-11-07,9.68,2.0,1,1,114,2,4,211
568472838,2,1,9.13,2020-02-07,18.26,2.0,1,1,22,5,7,511
568476118,18,1,5.571111111111112,2019-11-08,100.28,18.0,1,1,113,2,4,211
568477617,2,1,1.745,2019-11-08,3.49,2.0,1,1,113,2,4,211
568495689,10,2,5.795,2020-01-21,57.95,5.0,1,1,39,4,6,411
568497118,17,1,4.575294117647059,2019-11-14,77.78,17.0,1,1,107,2,4,211
568506209,10,1,4.0200000000000005,2019-11-07,40.2,10.0,1,1,114,2,4,211
568508796,2,1,3.81,2019-11-07,7.62,2.0,1,1,114,2,4,211
568509097,18,1,5.084444444444444,2019-11-08,91.52,18.0,1,1,113,2,4,211
568509591,3,1,6.613333333333333,2019-11-07,19.84,3.0,1,1,114,2,4,211
568515522,13,1,6.668461538461538,2019-11-14,86.69,13.0,1,1,107,2,4,211
568520287,4,1,16.2825,2019-11-07,65.13,4.0,1,1,114,2,4,211
568523905,1,1,29.21,2019-11-07,29.21,1.0,1,1,114,2,4,211
568530257,90,7,2.7808888888888887,2020-02-18,250.27999999999997,12.857142857142858,2,1,11,5,8,521
568530471,10,1,2.7600000000000002,2019-12-14,27.6,10.0,1,1,77,3,5,311
568532071,6,2,7.09,2019-11-11,42.54,3.0,1,1,110,2,4,211
568542369,4,1,4.045,2019-11-18,16.18,4.0,1,1,103,2,4,211
568543122,17,1,2.8323529411764703,2019-11-11,48.14999999999999,17.0,1,1,110,2,4,211
568543585,9,2,5.198888888888889,2019-12-23,46.79,4.5,1,1,68,3,5,311
568551389,8,2,3.33,2020-01-15,26.64,4.0,1,1,45,4,6,411
568552479,1,1,21.59,2019-11-07,21.59,1.0,1,1,114,2,4,211
568558150,3,1,6.926666666666667,2019-11-13,20.78,3.0,1,1,108,2,4,211
568579385,8,1,5.52125,2019-11-07,44.17,8.0,1,1,114,2,4,211
568596948,1,1,4.33,2019-11-07,4.33,1.0,1,1,114,2,4,211
568597547,16,1,3.7,2020-02-12,59.2,16.0,1,1,17,5,7,511
568602035,3,1,6.783333333333334,2019-11-07,20.35,3.0,1,1,114,2,4,211
568608267,4,2,7.425,2019-12-23,29.7,2.0,1,1,68,3,5,311
568616993,1,1,8.65,2019-11-07,8.65,1.0,1,1,114,2,4,211
568625609,9,2,7.926666666666667,2019-11-08,71.34,4.5,1,1,113,2,4,211
568626019,8,1,8.6175,2019-11-07,68.94,8.0,1,1,114,2,4,211
568631319,63,2,2.521269841269841,2019-11-24,158.84,31.5,1,1,97,2,4,211
568637470,4,1,4.895,2019-11-07,19.58,4.0,1,1,114,2,4,211
568637854,3,1,4.153333333333333,2019-11-07,12.46,3.0,1,1,114,2,4,211
568639329,15,2,5.878,2019-12-03,88.17,7.5,1,1,88,3,5,311
568651413,8,1,2.85625,2019-11-22,22.85,8.0,1,1,99,2,4,211
568657676,17,3,4.357058823529411,2019-11-24,74.07,5.666666666666667,1,1,97,2,4,211
568669090,2,1,13.969999999999999,2019-12-30,27.939999999999998,2.0,1,1,61,3,5,311
568679021,1,1,13.02,2019-11-07,13.02,1.0,1,1,114,2,4,211
568684045,8,1,7.893750000000001,2019-11-13,63.150000000000006,8.0,1,1,108,2,4,211
568687719,24,1,6.515833333333333,2020-02-21,156.38,24.0,1,1,8,5,7,511
568696806,7,1,7.797142857142857,2019-12-05,54.58,7.0,1,1,86,3,5,311
568702137,20,1,3.8024999999999998,2019-11-08,76.05,20.0,1,1,113,2,4,211
568714838,10,1,5.533,2019-11-07,55.330000000000005,10.0,1,1,114,2,4,211
568716908,5,1,4.286,2019-11-07,21.43,5.0,1,1,114,2,4,211
568725354,5,1,2.746,2020-01-14,13.73,5.0,1,1,46,4,6,411
568775351,12,1,5.802499999999999,2019-11-13,69.63,12.0,1,1,108,2,4,211
568813939,8,1,4.585,2019-11-22,36.68,8.0,1,1,99,2,4,211
568835347,4,1,11.5825,2019-11-08,46.33,4.0,1,1,113,2,4,211
568835990,8,2,3.0725,2020-01-23,24.58,4.0,1,1,37,4,6,411
568844779,5,1,4.144,2019-11-08,20.72,5.0,1,1,113,2,4,211
568849963,4,1,2.32,2019-11-14,9.28,4.0,1,1,107,2,4,211
568853686,12,1,6.900833333333334,2019-11-08,82.81,12.0,1,1,113,2,4,211
568860083,16,2,8.183125,2019-12-25,130.93,8.0,1,1,66,3,5,311
568884921,5,1,4.694,2020-02-11,23.47,5.0,1,1,18,5,7,511
568885691,1,1,2.38,2019-11-13,2.38,1.0,1,1,108,2,4,211
568887179,4,1,2.69,2019-11-08,10.76,4.0,1,1,113,2,4,211
568891787,26,2,3.1511538461538464,2019-11-28,81.93,13.0,1,1,93,2,4,211
568914718,3,1,7.656666666666666,2019-11-08,22.97,3.0,1,1,113,2,4,211
568919150,2,1,16.025,2019-11-08,32.05,2.0,1,1,113,2,4,211
568928553,28,1,3.001785714285714,2019-11-08,84.05,28.0,1,1,113,2,4,211
568929500,8,1,5.615,2019-11-08,44.92,8.0,1,1,113,2,4,211
568934095,78,3,3.7956410256410256,2020-01-15,296.06,26.0,1,1,45,4,6,411
568945456,10,1,5.175,2019-11-08,51.75,10.0,1,1,113,2,4,211
568954756,2,1,17.3,2019-12-10,34.6,2.0,1,1,81,3,5,311
568957372,16,1,6.641249999999999,2019-11-08,106.25999999999999,16.0,1,1,113,2,4,211
568958856,10,1,10.0,2019-11-08,100.0,10.0,1,1,113,2,4,211
568961308,14,1,5.942142857142857,2019-12-02,83.19,14.0,1,1,89,3,5,311
568971755,1,1,9.52,2019-11-08,9.52,1.0,1,1,113,2,4,211
568995871,12,1,2.7908333333333335,2019-11-08,33.49,12.0,1,1,113,2,4,211
569003449,13,1,3.3369230769230773,2019-11-08,43.38,13.0,1,1,113,2,4,211
569009512,2,1,10.145,2019-11-08,20.29,2.0,1,1,113,2,4,211
569022421,17,2,11.439411764705882,2020-01-27,194.47,8.5,1,1,33,4,6,411
569030167,1,1,10.32,2019-11-08,10.32,1.0,1,1,113,2,4,211
569032829,5,1,6.7620000000000005,2019-11-17,33.81,5.0,1,1,104,2,4,211
569035692,3,1,3.926666666666667,2019-11-08,11.780000000000001,3.0,1,1,113,2,4,211
569039306,4,1,2.2825,2019-11-29,9.13,4.0,1,1,92,2,4,211
569040964,1,1,14.51,2019-11-08,14.51,1.0,1,1,113,2,4,211
569043579,6,1,15.700000000000001,2019-11-08,94.2,6.0,1,1,113,2,4,211
569046774,11,1,3.2763636363636364,2019-11-08,36.04,11.0,1,1,113,2,4,211
569052530,4,1,5.9075,2019-11-08,23.63,4.0,1,1,113,2,4,211
569070613,11,1,4.306363636363636,2019-11-08,47.36999999999999,11.0,1,1,113,2,4,211
569070830,9,1,2.1566666666666667,2019-11-08,19.41,9.0,1,1,113,2,4,211
569072150,20,3,6.0205,2019-11-23,120.41,6.666666666666667,1,1,98,2,4,211
569098137,1,1,2.06,2019-11-11,2.06,1.0,1,1,110,2,4,211
569114023,5,1,4.996,2019-11-29,24.980000000000004,5.0,1,1,92,2,4,211
569129402,1,1,40.48,2019-11-08,40.48,1.0,1,1,113,2,4,211
569132082,18,1,1.258888888888889,2019-11-29,22.66,18.0,1,1,92,2,4,211
569194481,39,3,3.787179487179487,2020-02-15,147.7,13.0,1,1,14,5,7,511
569199488,5,1,9.992,2019-11-09,49.96000000000001,5.0,1,1,112,2,4,211
569200296,13,1,4.623846153846154,2020-01-07,60.11,13.0,1,1,53,4,6,411
569209283,3,1,3.7133333333333334,2019-11-28,11.14,3.0,1,1,93,2,4,211
569216232,3,1,5.156666666666666,2019-11-09,15.469999999999999,3.0,1,1,112,2,4,211
569220570,26,3,4.5019230769230765,2020-02-05,117.04999999999998,8.666666666666666,1,1,24,5,7,511
569232924,3,2,27.396666666666665,2019-12-19,82.19,1.5,1,1,72,3,5,311
569250459,2,1,5.56,2019-11-09,11.12,2.0,1,1,112,2,4,211
569255248,61,1,3.7349180327868856,2019-11-11,227.83,61.0,1,1,110,2,4,211
569289148,20,1,3.4375,2019-11-09,68.75,20.0,1,1,112,2,4,211
569293056,5,1,6.553999999999999,2019-11-09,32.769999999999996,5.0,1,1,112,2,4,211
569310566,48,1,1.0018749999999998,2019-11-22,48.08999999999999,48.0,1,1,99,2,4,211
569319060,4,1,2.515,2019-11-09,10.06,4.0,1,1,112,2,4,211
569320121,4,1,7.515,2019-11-09,30.06,4.0,1,1,112,2,4,211
569341537,28,2,8.944285714285714,2019-11-24,250.44,14.0,1,1,97,2,4,211
569356291,3,1,8.253333333333332,2019-11-09,24.759999999999998,3.0,1,1,112,2,4,211
569357819,12,1,2.4658333333333333,2019-11-19,29.59,12.0,1,1,102,2,4,211
569364281,5,1,1.428,2020-02-29,7.14,5.0,1,1,0,5,7,511
569375731,1,1,14.76,2019-11-10,14.76,1.0,1,1,111,2,4,211
569384419,1,1,46.02,2019-11-15,46.02,1.0,1,1,106,2,4,211
569386604,1,1,12.22,2019-11-09,12.22,1.0,1,1,112,2,4,211
569415810,9,1,11.402222222222221,2019-11-10,102.61999999999999,9.0,1,1,111,2,4,211
569459987,4,1,2.4299999999999997,2019-11-09,9.719999999999999,4.0,1,1,112,2,4,211
569487818,4,1,2.9625,2020-01-24,11.85,4.0,1,1,36,4,6,411
569489883,2,1,3.0149999999999997,2019-11-09,6.029999999999999,2.0,1,1,112,2,4,211
569498322,19,2,3.6584210526315792,2020-01-27,69.51,9.5,1,1,33,4,6,411
569520450,135,4,5.0108148148148155,2020-02-25,676.46,33.75,1,3,4,5,9,513
569569345,3,1,12.113333333333335,2019-11-10,36.34,3.0,1,1,111,2,4,211
569595070,2,1,8.535,2019-11-12,17.07,2.0,1,1,109,2,4,211
569595526,6,1,0.8966666666666666,2019-11-10,5.38,6.0,1,1,111,2,4,211
569595864,6,1,6.641666666666667,2019-11-10,39.85,6.0,1,1,111,2,4,211
569596105,9,2,8.836666666666666,2019-12-24,79.53,4.5,1,1,67,3,5,311
569610073,29,2,2.313448275862069,2019-11-16,67.09,14.5,1,1,105,2,4,211
569622344,2,1,6.095,2019-11-10,12.19,2.0,1,1,111,2,4,211
569622387,1,1,19.03,2019-11-12,19.03,1.0,1,1,109,2,4,211
569626454,12,1,6.732499999999999,2019-11-10,80.78999999999999,12.0,1,1,111,2,4,211
569632932,6,1,4.586666666666667,2019-11-10,27.520000000000003,6.0,1,1,111,2,4,211
569633041,3,1,10.99,2019-11-10,32.97,3.0,1,1,111,2,4,211
569659003,10,1,3.928,2020-01-28,39.28,10.0,1,1,32,4,6,411
569660416,5,1,7.359999999999999,2020-01-28,36.8,5.0,1,1,32,4,6,411
569666432,19,2,5.84578947368421,2020-02-02,111.07,9.5,1,1,27,5,7,511
569680129,45,1,14.245555555555555,2019-11-22,641.05,45.0,1,3,99,2,6,213
569683513,4,1,7.8100000000000005,2019-11-10,31.240000000000002,4.0,1,1,111,2,4,211
569689423,1,1,5.87,2019-11-10,5.87,1.0,1,1,111,2,4,211
569699167,2,1,6.065,2019-11-14,12.13,2.0,1,1,107,2,4,211
569734549,22,2,3.733636363636364,2019-12-04,82.14,11.0,1,1,87,3,5,311
569735277,27,5,8.016666666666666,2020-02-06,216.45,5.4,1,1,23,5,7,511
569751567,3,1,4.906666666666667,2019-11-10,14.720000000000002,3.0,1,1,111,2,4,211
569761529,5,1,1.934,2019-11-19,9.67,5.0,1,1,102,2,4,211
569762874,8,1,4.21375,2019-12-17,33.71,8.0,1,1,74,3,5,311
569770033,2,1,6.905,2019-11-10,13.81,2.0,1,1,111,2,4,211
569775011,2,1,4.835,2019-11-10,9.67,2.0,1,1,111,2,4,211
569779270,14,1,4.628571428571428,2020-01-25,64.8,14.0,1,1,35,4,6,411
569779541,1,1,29.21,2020-01-11,29.21,1.0,1,1,49,4,6,411
569795636,5,2,8.826,2020-01-22,44.13,2.5,1,1,38,4,6,411
569803771,1,1,14.27,2019-11-10,14.27,1.0,1,1,111,2,4,211
569811660,11,2,4.586363636363637,2019-11-10,50.45,5.5,1,1,111,2,4,211
569815690,6,1,2.9450000000000003,2019-12-04,17.67,6.0,1,1,87,3,5,311
569817334,15,1,2.4606666666666666,2019-11-24,36.91,15.0,1,1,97,2,4,211
569819752,3,1,8.016666666666667,2019-11-10,24.050000000000004,3.0,1,1,111,2,4,211
569820137,1,1,12.68,2019-11-18,12.68,1.0,1,1,103,2,4,211
569824075,8,1,3.2675,2019-11-12,26.14,8.0,1,1,109,2,4,211
569825637,3,1,8.663333333333332,2019-11-10,25.989999999999995,3.0,1,1,111,2,4,211
569825801,10,1,5.438,2019-11-10,54.379999999999995,10.0,1,1,111,2,4,211
569826070,6,1,7.361666666666667,2019-12-01,44.17,6.0,1,1,90,3,5,311
569826781,19,1,2.3626315789473686,2019-11-12,44.89,19.0,1,1,109,2,4,211
569834960,25,2,2.7956,2020-01-14,69.89,12.5,1,1,46,4,6,411
569884668,11,2,3.391818181818182,2020-01-27,37.31,5.5,1,1,33,4,6,411
569884710,10,2,2.8739999999999997,2019-11-11,28.739999999999995,5.0,1,1,110,2,4,211
569886223,11,1,4.079090909090909,2019-11-24,44.87,11.0,1,1,97,2,4,211
569893719,6,1,4.05,2020-01-21,24.299999999999997,6.0,1,1,39,4,6,411
569898768,32,2,4.2009375,2020-01-26,134.43,16.0,1,1,34,4,6,411
569906206,6,3,21.930000000000003,2020-02-01,131.58,2.0,1,1,28,5,7,511
569907390,4,1,7.4575,2019-11-20,29.83,4.0,1,1,101,2,4,211
569942170,2,1,25.635,2019-11-17,51.27,2.0,1,1,104,2,4,211
569959422,8,1,4.49,2020-01-20,35.92,8.0,1,1,40,4,6,411
569984483,12,1,6.077500000000001,2019-11-21,72.93,12.0,1,1,100,2,4,211
569993371,5,1,11.6,2019-12-04,58.0,5.0,1,1,87,3,5,311
569998472,2,1,5.56,2019-11-11,11.12,2.0,1,1,110,2,4,211
570001157,4,1,2.6825,2019-11-11,10.73,4.0,1,1,110,2,4,211
570007812,3,1,20.526666666666667,2019-11-12,61.58,3.0,1,1,109,2,4,211
570009069,11,2,3.311818181818182,2019-12-10,36.43,5.5,1,1,81,3,5,311
570012824,9,2,14.97888888888889,2019-12-11,134.81,4.5,1,1,80,3,5,311
570028663,15,1,6.1546666666666665,2019-11-14,92.32,15.0,1,1,107,2,4,211
570029324,12,1,0.8833333333333333,2019-11-11,10.6,12.0,1,1,110,2,4,211
570034165,23,1,1.875217391304348,2019-11-22,43.13,23.0,1,1,99,2,4,211
570053166,2,1,18.575,2019-11-11,37.15,2.0,1,1,110,2,4,211
570053212,5,1,5.678,2019-11-15,28.39,5.0,1,1,106,2,4,211
570062165,3,1,8.623333333333333,2019-11-12,25.869999999999997,3.0,1,1,109,2,4,211
570064888,1,1,15.08,2019-11-11,15.08,1.0,1,1,110,2,4,211
570078920,3,1,7.27,2019-11-11,21.81,3.0,1,1,110,2,4,211
570085327,14,1,3.4692857142857143,2019-11-21,48.57,14.0,1,1,100,2,4,211
570093665,2,1,7.895,2019-12-16,15.79,2.0,1,1,75,3,5,311
570115887,3,1,3.563333333333333,2019-11-21,10.69,3.0,1,1,100,2,4,211
570122946,13,1,2.828461538461539,2019-11-11,36.77,13.0,1,1,110,2,4,211
570125656,11,2,2.7754545454545454,2020-01-01,30.53,5.5,1,1,59,4,6,411
570125961,3,1,10.283333333333333,2019-11-22,30.85,3.0,1,1,99,2,4,211
570134896,6,1,2.643333333333333,2019-11-28,15.86,6.0,1,1,93,2,4,211
570143237,4,1,3.9675,2019-11-11,15.87,4.0,1,1,110,2,4,211
570166072,2,1,4.95,2019-11-11,9.9,2.0,1,1,110,2,4,211
570175797,4,2,6.6000000000000005,2020-01-31,26.400000000000002,2.0,1,1,29,5,7,511
570181096,11,2,6.304545454545454,2019-11-28,69.35,5.5,1,1,93,2,4,211
570181631,17,1,5.5194117647058825,2020-02-06,93.83,17.0,1,1,23,5,7,511
570182342,3,1,14.340000000000002,2019-11-21,43.02,3.0,1,1,100,2,4,211
570187148,5,1,4.5280000000000005,2019-12-30,22.64,5.0,1,1,61,3,5,311
570203169,1,1,29.21,2019-11-11,29.21,1.0,1,1,110,2,4,211
570217112,2,2,16.51,2019-11-11,33.02,1.0,1,1,110,2,4,211
570242774,5,1,2.212,2019-12-02,11.06,5.0,1,1,89,3,5,311
570255467,14,1,3.547857142857143,2019-11-11,49.67,14.0,1,1,110,2,4,211
570263677,2,1,10.145,2019-12-10,20.29,2.0,1,1,81,3,5,311
570280442,6,1,3.8716666666666666,2019-11-11,23.23,6.0,1,1,110,2,4,211
570282616,2,1,7.460000000000001,2019-11-11,14.920000000000002,2.0,1,1,110,2,4,211
570283457,5,1,4.558,2019-11-11,22.79,5.0,1,1,110,2,4,211
570285301,10,1,2.318,2019-11-11,23.18,10.0,1,1,110,2,4,211
570289563,1,1,63.33,2019-11-11,63.33,1.0,1,1,110,2,4,211
570289791,2,1,4.96,2019-12-11,9.92,2.0,1,1,80,3,5,311
570296908,24,1,2.51625,2019-11-26,60.39,24.0,1,1,95,2,4,211
570312049,4,1,2.8175,2019-12-09,11.27,4.0,1,1,82,3,5,311
570319754,27,1,3.9911111111111115,2019-11-11,107.76,27.0,1,1,110,2,4,211
570369802,7,1,1.52,2019-11-22,10.64,7.0,1,1,99,2,4,211
570418963,2,1,4.04,2019-11-12,8.08,2.0,1,1,109,2,4,211
570421344,10,1,3.989,2019-11-12,39.89,10.0,1,1,109,2,4,211
570440045,8,1,2.09375,2019-12-20,16.75,8.0,1,1,71,3,5,311
570448597,1,1,15.71,2019-11-12,15.71,1.0,1,1,109,2,4,211
570462008,4,1,12.9725,2019-11-29,51.89,4.0,1,1,92,2,4,211
570473696,10,2,7.695,2020-02-20,76.95,5.0,1,1,9,5,7,511
570474526,5,1,2.278,2019-12-12,11.39,5.0,1,1,79,3,5,311
570488502,74,5,2.3871621621621624,2020-02-25,176.65,14.8,1,1,4,5,7,511
570494514,17,1,2.8200000000000003,2019-11-26,47.940000000000005,17.0,1,1,95,2,4,211
570501994,2,1,6.585000000000001,2019-11-17,13.170000000000002,2.0,1,1,104,2,4,211
570507761,46,3,1.983913043478261,2019-12-11,91.26,15.333333333333334,1,1,80,3,5,311
570511793,15,2,4.259333333333333,2019-11-29,63.89,7.5,1,1,92,2,4,211
570521223,8,2,6.68625,2020-02-13,53.49,4.0,1,1,16,5,7,511
570524300,7,1,1.987142857142857,2019-12-23,13.91,7.0,1,1,68,3,5,311
570527555,1,1,12.7,2019-12-20,12.7,1.0,1,1,71,3,5,311
570534258,44,3,3.718409090909091,2020-01-28,163.61,14.666666666666666,1,1,32,4,6,411
570537040,2,1,2.935,2019-11-12,5.87,2.0,1,1,109,2,4,211
570542805,11,1,3.4872727272727273,2019-11-19,38.36,11.0,1,1,102,2,4,211
570559402,8,1,5.875,2019-11-12,47.0,8.0,1,1,109,2,4,211
570573879,7,1,3.6214285714285714,2019-11-12,25.35,7.0,1,1,109,2,4,211
570576843,2,1,10.32,2019-11-12,20.64,2.0,1,1,109,2,4,211
570581359,3,1,5.583333333333333,2019-11-12,16.75,3.0,1,1,109,2,4,211
570584418,3,1,4.866666666666667,2019-12-24,14.600000000000001,3.0,1,1,67,3,5,311
570588539,20,1,4.343500000000001,2019-11-12,86.87,20.0,1,1,109,2,4,211
570593977,181,1,4.680220994475138,2020-01-22,847.12,181.0,1,3,38,4,8,413
570595201,11,1,3.983636363636364,2019-11-23,43.82,11.0,1,1,98,2,4,211
570599236,6,2,13.583333333333334,2020-01-03,81.5,3.0,1,1,57,4,6,411
570639042,1,1,188.6,2019-11-21,188.6,1.0,1,1,100,2,4,211
570641310,4,2,4.405,2020-01-22,17.62,2.0,1,1,38,4,6,411
570672063,5,1,2.2199999999999998,2019-11-28,11.099999999999998,5.0,1,1,93,2,4,211
570672462,1,1,21.59,2019-11-12,21.59,1.0,1,1,109,2,4,211
570673339,7,1,6.6414285714285715,2019-11-12,46.49,7.0,1,1,109,2,4,211
570699973,8,1,4.8775,2019-11-12,39.02,8.0,1,1,109,2,4,211
570730849,2,1,10.95,2019-11-13,21.9,2.0,1,1,108,2,4,211
570733871,11,1,3.560909090909091,2019-11-17,39.17,11.0,1,1,104,2,4,211
570743925,2,1,4.935,2020-02-13,9.87,2.0,1,1,16,5,7,511
570758215,9,1,4.138888888888889,2019-11-12,37.25,9.0,1,1,109,2,4,211
570790202,20,1,2.5705,2019-11-23,51.41,20.0,1,1,98,2,4,211
570814816,4,1,4.0275,2019-11-13,16.11,4.0,1,1,108,2,4,211
570843767,4,1,3.7075,2019-11-19,14.83,4.0,1,1,102,2,4,211
570863246,4,1,3.55,2019-11-13,14.2,4.0,1,1,108,2,4,211
570869309,4,1,2.9575,2019-12-07,11.83,4.0,1,1,84,3,5,311
570893187,17,1,4.258235294117647,2019-11-13,72.38999999999999,17.0,1,1,108,2,4,211
570905901,10,1,5.127000000000001,2019-11-13,51.27000000000001,10.0,1,1,108,2,4,211
570912902,3,1,8.943333333333333,2019-11-13,26.83,3.0,1,1,108,2,4,211
570914396,9,1,6.342222222222222,2019-11-13,57.08,9.0,1,1,108,2,4,211
570923990,4,1,3.5075,2019-11-13,14.03,4.0,1,1,108,2,4,211
570925416,7,1,3.7885714285714287,2019-11-13,26.52,7.0,1,1,108,2,4,211
570925995,2,1,12.69,2019-11-14,25.38,2.0,1,1,107,2,4,211
570928219,3,1,6.796666666666667,2019-11-13,20.39,3.0,1,1,108,2,4,211
570930729,3,1,0.49666666666666665,2019-11-13,1.49,3.0,1,1,108,2,4,211
570931979,3,1,3.5833333333333335,2019-11-13,10.75,3.0,1,1,108,2,4,211
570939121,4,1,2.745,2019-11-13,10.98,4.0,1,1,108,2,4,211
570944981,1,1,14.76,2019-12-18,14.76,1.0,1,1,73,3,5,311
570973099,2,1,10.155000000000001,2019-11-13,20.310000000000002,2.0,1,1,108,2,4,211
570975512,1,1,10.32,2019-11-13,10.32,1.0,1,1,108,2,4,211
570987384,1,1,13.33,2019-11-13,13.33,1.0,1,1,108,2,4,211
570990753,2,1,8.61,2019-11-13,17.22,2.0,1,1,108,2,4,211
571001029,6,1,13.161666666666667,2019-12-13,78.97,6.0,1,1,78,3,5,311
571001373,1,1,25.24,2019-11-13,25.24,1.0,1,1,108,2,4,211
571017265,21,2,3.4109523809523807,2019-11-24,71.63,10.5,1,1,97,2,4,211
571043813,4,2,4.84,2019-12-16,19.36,2.0,1,1,75,3,5,311
571070785,41,1,5.980731707317073,2020-02-16,245.20999999999998,41.0,1,1,13,5,7,511
571078809,2,1,7.54,2019-11-20,15.08,2.0,1,1,101,2,4,211
571095731,5,2,2.044,2019-11-22,10.22,2.5,1,1,99,2,4,211
571103558,6,1,2.473333333333333,2019-11-13,14.84,6.0,1,1,108,2,4,211
571117967,2,1,19.845,2019-11-13,39.69,2.0,1,1,108,2,4,211
571119793,8,3,11.53625,2019-12-17,92.29,2.6666666666666665,1,1,74,3,5,311
571126308,8,1,4.71375,2019-12-01,37.71,8.0,1,1,90,3,5,311
571128211,3,1,3.9599999999999995,2019-11-13,11.879999999999999,3.0,1,1,108,2,4,211
571140555,15,1,4.970666666666667,2019-11-13,74.56,15.0,1,1,108,2,4,211
571140938,1,1,50.0,2019-11-13,50.0,1.0,1,1,108,2,4,211
571144971,6,1,33.45666666666667,2019-11-13,200.74,6.0,1,1,108,2,4,211
571146762,2,1,10.95,2019-11-13,21.9,2.0,1,1,108,2,4,211
571155479,4,1,3.62,2020-02-23,14.48,4.0,1,1,6,5,7,511
571159677,6,1,5.598333333333334,2019-11-21,33.59,6.0,1,1,100,2,4,211
571181012,91,1,5.0854945054945055,2019-11-22,462.78000000000003,91.0,1,2,99,2,5,212
571183478,4,1,3.9675000000000002,2019-12-03,15.870000000000001,4.0,1,1,88,3,5,311
571212563,43,2,5.174186046511628,2020-02-08,222.49,21.5,1,1,21,5,7,511
571226886,4,1,6.5075,2019-11-15,26.03,4.0,1,1,106,2,4,211
571252836,17,1,3.3729411764705883,2020-02-05,57.34,17.0,1,1,24,5,7,511
571314893,22,3,2.566818181818182,2020-02-02,56.47,7.333333333333333,1,1,27,5,7,511
571314947,2,1,7.895,2019-11-14,15.79,2.0,1,1,107,2,4,211
571319439,7,2,8.135714285714286,2019-12-23,56.95,3.5,1,1,68,3,5,311
571321566,16,1,2.916875,2019-11-22,46.67,16.0,1,1,99,2,4,211
571327049,6,1,7.4799999999999995,2019-12-10,44.879999999999995,6.0,1,1,81,3,5,311
571332569,4,1,6.37,2019-11-14,25.48,4.0,1,1,107,2,4,211
571341092,5,1,3.572,2019-11-14,17.86,5.0,1,1,107,2,4,211
571351860,8,2,4.58,2020-02-19,36.64,4.0,1,1,10,5,7,511
571369110,4,1,2.54,2019-11-14,10.16,4.0,1,1,107,2,4,211
571375435,34,2,3.399117647058824,2020-01-24,115.57000000000001,17.0,1,1,36,4,6,411
571376951,32,2,4.0559375,2019-12-04,129.79,16.0,1,1,87,3,5,311
571397061,5,1,10.256,2019-11-14,51.28,5.0,1,1,107,2,4,211
571399127,7,1,1.7885714285714285,2019-11-17,12.52,7.0,1,1,104,2,4,211
571400118,6,1,4.7283333333333335,2019-12-21,28.37,6.0,1,1,70,3,5,311
571403628,2,1,6.16,2019-11-14,12.32,2.0,1,1,107,2,4,211
