usuario,productos_tot_num,compras_tot_num,precio_medio_prod,ultima_compra,gasto_tot,productos_por_compra,F,M,ult_compra_dias,R,valor,RFM
294802243,4,1,7.4575,2020-01-26,29.83,4.0,1,1,34,4,6,411
294947240,1,1,10.63,2019-10-16,10.63,1.0,1,1,136,1,3,111
294985258,3,1,3.28,2020-02-07,9.84,3.0,1,1,22,5,7,511
295139955,9,2,3.261111111111111,2019-12-28,29.35,4.5,1,1,63,3,5,311
295392127,2,1,4.95,2019-12-25,9.9,2.0,1,1,66,3,5,311
295596948,3,1,9.200000000000001,2020-01-12,27.6,3.0,1,1,48,4,6,411
296813283,7,1,5.142857142857143,2019-11-21,36.0,7.0,1,1,100,2,4,211
297264755,22,2,7.619090909090909,2019-12-11,167.62,11.0,1,1,80,3,5,311
297388022,1,1,46.02,2019-12-29,46.02,1.0,1,1,62,3,5,311
297411935,5,1,1.67,2019-11-12,8.35,5.0,1,1,109,2,4,211
297491707,51,3,2.90156862745098,2020-02-17,147.98,17.0,1,1,12,5,7,511
297914398,9,2,4.20888888888889,2020-02-06,37.88000000000001,4.5,1,1,23,5,7,511
298825098,3,1,2.6466666666666665,2019-10-05,7.9399999999999995,3.0,1,1,147,1,3,111
298891381,4,1,2.6075,2020-01-12,10.43,4.0,1,1,48,4,6,411
298959356,7,1,6.51,2019-11-07,45.57,7.0,1,1,114,2,4,211
298995863,46,6,9.845,2020-02-06,452.87,7.666666666666667,2,2,23,5,9,522
299556746,50,1,2.7465999999999995,2019-11-22,137.32999999999998,50.0,1,1,99,2,4,211
299560749,18,1,2.0250000000000004,2019-11-12,36.45,18.0,1,1,109,2,4,211
299626716,3,1,10.183333333333334,2019-11-25,30.55,3.0,1,1,96,2,4,211
300131872,30,1,1.6783333333333335,2019-12-16,50.35,30.0,1,1,75,3,5,311
300335549,3,1,5.13,2020-02-09,15.39,3.0,1,1,20,5,7,511
300523578,1,1,6.49,2020-01-06,6.49,1.0,1,1,54,4,6,411
300688877,25,2,1.9768000000000001,2020-01-11,49.42,12.5,1,1,49,4,6,411
301311578,12,4,4.2825,2020-02-01,51.39,3.0,1,1,28,5,7,511
301768283,8,1,5.078749999999999,2020-01-23,40.629999999999995,8.0,1,1,37,4,6,411
301829686,10,2,6.135,2019-11-16,61.349999999999994,5.0,1,1,105,2,4,211
301978298,2,1,6.984999999999999,2020-01-17,13.969999999999999,2.0,1,1,43,4,6,411
302064309,5,2,7.044,2020-02-17,35.22,2.5,1,1,12,5,7,511
302204429,9,2,5.778888888888889,2019-11-26,52.01,4.5,1,1,95,2,4,211
302300980,6,1,2.6616666666666666,2020-01-15,15.969999999999999,6.0,1,1,45,4,6,411
302322253,6,2,7.251666666666666,2019-11-22,43.51,3.0,1,1,99,2,4,211
302327764,40,3,4.22825,2020-02-06,169.13,13.333333333333334,1,1,23,5,7,511
302506189,7,1,4.03,2019-12-04,28.21,7.0,1,1,87,3,5,311
302518896,7,1,6.8914285714285715,2020-01-27,48.24,7.0,1,1,33,4,6,411
302737664,36,3,2.5997222222222223,2020-02-06,93.59,12.0,1,1,23,5,7,511
302775417,2,1,5.949999999999999,2019-12-07,11.899999999999999,2.0,1,1,84,3,5,311
302912739,2,1,1.98,2019-10-16,3.96,2.0,1,1,136,1,3,111
303046818,9,1,4.0633333333333335,2019-10-31,36.57,9.0,1,1,121,1,3,111
303301502,1,1,10.32,2019-10-10,10.32,1.0,1,1,142,1,3,111
303329004,3,1,1.0833333333333333,2019-10-03,3.25,3.0,1,1,149,1,3,111
303373651,10,1,4.372,2019-12-08,43.72,10.0,1,1,83,3,5,311
303828839,7,1,5.315714285714286,2020-02-09,37.21,7.0,1,1,20,5,7,511
304572983,32,2,5.156875,2020-02-25,165.02,16.0,1,1,4,5,7,511
304703223,32,2,5.0834375,2020-02-15,162.67,16.0,1,1,14,5,7,511
304941765,16,5,18.636875,2020-02-17,298.19,3.2,1,1,12,5,7,511
304956838,22,2,5.467727272727273,2020-01-16,120.29,11.0,1,1,44,4,6,411
305112694,2,1,10.635,2020-01-27,21.27,2.0,1,1,33,4,6,411
305290853,4,1,5.24,2019-10-18,20.96,4.0,1,1,134,1,3,111
305364943,5,1,3.684,2019-10-21,18.42,5.0,1,1,131,1,3,111
305621478,17,1,4.126470588235295,2019-12-17,70.15,17.0,1,1,74,3,5,311
305811768,6,2,7.325,2019-11-08,43.95,3.0,1,1,113,2,4,211
306057442,11,1,4.6036363636363635,2019-11-05,50.64,11.0,1,1,116,2,4,211
306091348,3,1,5.6066666666666665,2020-02-09,16.82,3.0,1,1,20,5,7,511
306128091,6,1,5.146666666666667,2019-10-09,30.880000000000003,6.0,1,1,143,1,3,111
306420558,6,2,2.5,2020-01-20,15.0,3.0,1,1,40,4,6,411
306938583,2,1,9.52,2019-11-09,19.04,2.0,1,1,112,2,4,211
306976352,78,10,4.347564102564102,2020-02-29,339.10999999999996,7.8,2,2,0,5,9,522
306990304,5,1,8.39,2020-01-23,41.95,5.0,1,1,37,4,6,411
307187163,84,4,3.9690476190476187,2020-02-11,333.4,21.0,1,2,18,5,8,512
307190361,11,1,6.642727272727272,2019-10-17,73.07,11.0,1,1,135,1,3,111
307389045,13,3,4.251538461538461,2020-02-03,55.26999999999999,4.333333333333333,1,1,26,5,7,511
307585496,2,1,7.78,2020-01-31,15.56,2.0,1,1,29,5,7,511
307594084,19,1,2.5289473684210524,2020-01-08,48.05,19.0,1,1,52,4,6,411
307644543,9,1,4.598888888888889,2019-10-03,41.39,9.0,1,1,149,1,3,111
307652364,7,1,2.9442857142857144,2020-02-14,20.61,7.0,1,1,15,5,7,511
307836517,54,3,5.937592592592592,2019-12-03,320.63,18.0,1,2,88,3,6,312
307926038,6,1,4.305,2019-10-16,25.83,6.0,1,1,136,1,3,111
308196800,12,1,4.9475,2020-01-23,59.37,12.0,1,1,37,4,6,411
308583388,68,2,2.418235294117647,2019-11-18,164.44,34.0,1,1,103,2,4,211
308932850,13,3,6.996153846153846,2020-02-15,90.95,4.333333333333333,1,1,14,5,7,511
309088952,9,1,9.242222222222223,2020-01-12,83.18,9.0,1,1,48,4,6,411
309356477,6,1,6.455000000000001,2020-02-09,38.730000000000004,6.0,1,1,20,5,7,511
309601391,50,3,3.2392000000000003,2020-01-04,161.96,16.666666666666668,1,1,56,4,6,411
309627860,56,1,0.4830357142857143,2019-12-24,27.05,56.0,1,1,67,3,5,311
309946197,1,1,3.33,2019-10-02,3.33,1.0,1,1,150,1,3,111
310246947,3,1,5.24,2019-12-03,15.72,3.0,1,1,88,3,5,311
310391271,4,1,7.645,2019-10-27,30.58,4.0,1,1,125,1,3,111
310566782,1,1,31.59,2019-12-17,31.59,1.0,1,1,74,3,5,311
310568667,1,1,5.32,2019-11-21,5.32,1.0,1,1,100,2,4,211
310964764,12,1,2.4608333333333334,2019-11-10,29.53,12.0,1,1,111,2,4,211
310981410,5,1,4.906,2020-02-06,24.529999999999998,5.0,1,1,23,5,7,511
311187346,13,1,11.893076923076922,2020-01-20,154.60999999999999,13.0,1,1,40,4,6,411
311322901,6,2,14.520000000000001,2020-02-25,87.12,3.0,1,1,4,5,7,511
311499570,8,1,3.55,2019-10-30,28.4,8.0,1,1,122,1,3,111
311539076,50,5,4.109,2020-02-22,205.45,10.0,1,1,7,5,7,511
312072365,9,1,6.697777777777778,2020-01-02,60.28,9.0,1,1,58,4,6,411
312195512,73,4,4.249452054794521,2020-02-12,310.21000000000004,18.25,1,1,17,5,7,511
312215697,3,1,3.0866666666666664,2020-02-15,9.26,3.0,1,1,14,5,7,511
312258224,5,1,14.443999999999999,2019-10-23,72.22,5.0,1,1,129,1,3,111
312418110,18,1,3.6727777777777777,2019-11-08,66.11,18.0,1,1,113,2,4,211
312512059,7,2,6.145714285714285,2019-11-18,43.019999999999996,3.5,1,1,103,2,4,211
312690511,6,1,15.396666666666668,2020-01-09,92.38000000000001,6.0,1,1,51,4,6,411
312847110,8,1,5.06375,2019-11-22,40.51,8.0,1,1,99,2,4,211
313118921,24,3,6.52875,2020-01-12,156.69,8.0,1,1,48,4,6,411
313128763,19,1,2.4894736842105263,2019-10-05,47.3,19.0,1,1,147,1,3,111
313567975,5,1,18.722,2019-11-08,93.61000000000001,5.0,1,1,113,2,4,211
313723550,8,2,12.7575,2019-12-25,102.06,4.0,1,1,66,3,5,311
314289158,41,7,12.898292682926828,2020-02-28,528.8299999999999,5.857142857142857,2,2,1,5,9,522
314929468,3,1,6.8999999999999995,2019-11-11,20.7,3.0,1,1,110,2,4,211
315026544,5,1,2.9800000000000004,2019-10-18,14.900000000000002,5.0,1,1,134,1,3,111
315462183,17,1,2.7358823529411764,2020-02-04,46.51,17.0,1,1,25,5,7,511
315465492,13,2,10.272307692307693,2019-12-02,133.54000000000002,6.5,1,1,89,3,5,311
315552882,3,1,5.343333333333334,2019-11-09,16.03,3.0,1,1,112,2,4,211
316083371,1,1,35.27,2019-12-06,35.27,1.0,1,1,85,3,5,311
316639894,14,2,10.168571428571427,2020-01-19,142.35999999999999,7.0,1,1,41,4,6,411
316853599,9,1,9.851111111111111,2019-11-11,88.66,9.0,1,1,110,2,4,211
317177976,10,1,2.523,2019-11-03,25.23,10.0,1,1,118,2,4,211
317223031,2,1,9.92,2020-02-17,19.84,2.0,1,1,12,5,7,511
317385500,1,1,3.17,2019-12-11,3.17,1.0,1,1,80,3,5,311
317591123,10,2,4.9239999999999995,2020-01-27,49.239999999999995,5.0,1,1,33,4,6,411
317688325,13,1,2.6753846153846155,2020-01-03,34.78,13.0,1,1,57,4,6,411
317800106,7,2,3.5814285714285714,2019-11-30,25.07,3.5,1,1,91,2,4,211
318004018,2,1,9.285,2019-11-14,18.57,2.0,1,1,107,2,4,211
318174764,17,2,2.7235294117647055,2019-11-03,46.3,8.5,1,1,118,2,4,211
318210079,26,3,2.3415384615384616,2020-01-09,60.88,8.666666666666666,1,1,51,4,6,411
318270629,2,1,6.74,2019-10-21,13.48,2.0,1,1,131,1,3,111
318277599,17,5,8.521764705882353,2020-01-05,144.87,3.4,1,1,55,4,6,411
318283643,17,3,7.869999999999999,2020-02-04,133.79,5.666666666666667,1,1,25,5,7,511
318411926,41,2,3.3904878048780485,2019-12-15,139.01,20.5,1,1,76,3,5,311
318432695,20,3,2.406,2020-02-10,48.120000000000005,6.666666666666667,1,1,19,5,7,511
318578949,8,1,2.5862499999999997,2019-10-29,20.689999999999998,8.0,1,1,123,1,3,111
319040912,1,1,42.7,2019-10-20,42.7,1.0,1,1,132,1,3,111
319059183,6,1,34.58,2019-11-23,207.48,6.0,1,1,98,2,4,211
319165966,1,1,9.52,2019-10-30,9.52,1.0,1,1,122,1,3,111
319796519,2,1,3.97,2020-02-26,7.94,2.0,1,1,3,5,7,511
320372456,2,1,3.6100000000000003,2020-02-16,7.220000000000001,2.0,1,1,13,5,7,511
320396132,24,2,4.83625,2020-01-23,116.07,12.0,1,1,37,4,6,411
320422582,1,1,19.21,2020-01-01,19.21,1.0,1,1,59,4,6,411
320451140,8,1,4.87125,2019-12-14,38.97,8.0,1,1,77,3,5,311
320530224,9,1,2.0855555555555556,2020-02-19,18.77,9.0,1,1,10,5,7,511
320537380,2,1,1.6,2019-11-22,3.2,2.0,1,1,99,2,4,211
320582130,4,1,9.37,2019-10-08,37.48,4.0,1,1,144,1,3,111
320615109,29,2,4.202413793103449,2019-12-19,121.87,14.5,1,1,72,3,5,311
321241951,14,1,5.435714285714285,2019-11-28,76.1,14.0,1,1,93,2,4,211
321328537,16,3,6.946875,2020-01-26,111.15,5.333333333333333,1,1,34,4,6,411
321346998,3,1,3.81,2020-02-02,11.43,3.0,1,1,27,5,7,511
321450322,10,1,4.287,2020-01-24,42.87,10.0,1,1,36,4,6,411
322050234,3,1,10.813333333333333,2019-11-25,32.44,3.0,1,1,96,2,4,211
322523541,4,1,11.98,2019-11-28,47.92,4.0,1,1,93,2,4,211
322705864,32,1,3.05,2020-01-03,97.6,32.0,1,1,57,4,6,411
322714934,3,1,6.276666666666666,2019-11-28,18.83,3.0,1,1,93,2,4,211
322863573,2,1,5.109999999999999,2019-12-06,10.219999999999999,2.0,1,1,85,3,5,311
323112113,27,3,10.404814814814815,2020-02-13,280.93,9.0,1,1,16,5,7,511
323238099,3,1,7.6000000000000005,2020-02-04,22.8,3.0,1,1,25,5,7,511
323315335,6,1,2.671666666666667,2019-10-07,16.03,6.0,1,1,145,1,3,111
323556148,10,3,10.446000000000002,2020-02-17,104.46000000000001,3.3333333333333335,1,1,12,5,7,511
323961660,3,1,7.953333333333333,2020-01-13,23.86,3.0,1,1,47,4,6,411
323982745,7,2,4.578571428571428,2019-12-27,32.05,3.5,1,1,64,3,5,311
324412662,13,1,2.5930769230769233,2019-10-05,33.71,13.0,1,1,147,1,3,111
324452233,6,1,5.016666666666667,2019-11-21,30.1,6.0,1,1,100,2,4,211
325095509,6,1,4.445,2020-01-07,26.67,6.0,1,1,53,4,6,411
325206822,2,1,5.32,2019-12-08,10.64,2.0,1,1,83,3,5,311
325539225,8,4,10.725000000000001,2020-02-15,85.80000000000001,2.0,1,1,14,5,7,511
325689779,8,1,3.59125,2019-11-09,28.73,8.0,1,1,112,2,4,211
326669756,73,3,5.364657534246575,2020-02-20,391.62,24.333333333333332,1,2,9,5,8,512
326676174,60,1,5.930166666666667,2020-02-10,355.81,60.0,1,2,19,5,8,512
326913702,2,1,15.645,2020-02-03,31.29,2.0,1,1,26,5,7,511
326921419,10,2,11.012,2019-11-24,110.12,5.0,1,1,97,2,4,211
327140064,3,2,5.423333333333333,2020-02-21,16.27,1.5,1,1,8,5,7,511
327290706,15,2,6.701333333333333,2019-11-28,100.52,7.5,1,1,93,2,4,211
328130903,32,3,7.425625,2020-02-05,237.62,10.666666666666666,1,1,24,5,7,511
328818422,10,1,3.0490000000000004,2020-01-15,30.490000000000002,10.0,1,1,45,4,6,411
328915188,9,1,10.668888888888889,2019-12-03,96.02,9.0,1,1,88,3,5,311
328966266,21,1,3.6414285714285715,2019-11-29,76.47,21.0,1,1,92,2,4,211
329067185,9,2,4.914444444444445,2020-01-08,44.230000000000004,4.5,1,1,52,4,6,411
329137297,20,2,3.0060000000000002,2020-01-08,60.120000000000005,10.0,1,1,52,4,6,411
329521309,21,1,2.1271428571428572,2019-11-29,44.67,21.0,1,1,92,2,4,211
329564538,2,1,4.205,2019-11-23,8.41,2.0,1,1,98,2,4,211
330322756,14,2,4.6450000000000005,2020-02-22,65.03,7.0,1,1,7,5,7,511
330442559,5,1,5.523999999999999,2019-10-15,27.619999999999997,5.0,1,1,137,1,3,111
330458108,9,1,7.1899999999999995,2019-10-21,64.71,9.0,1,1,131,1,3,111
331161777,6,1,3.986666666666667,2019-12-25,23.92,6.0,1,1,66,3,5,311
331178161,13,1,3.246923076923077,2019-10-07,42.21,13.0,1,1,145,1,3,111
331283989,41,4,4.325365853658536,2020-02-17,177.34,10.25,1,1,12,5,7,511
331353588,2,1,6.975,2020-02-05,13.95,2.0,1,1,24,5,7,511
331449053,63,2,1.1663492063492065,2019-12-16,73.48,31.5,1,1,75,3,5,311
331477656,1,1,18.89,2019-10-03,18.89,1.0,1,1,149,1,3,111
331493988,5,1,9.608,2020-01-27,48.040000000000006,5.0,1,1,33,4,6,411
331694946,3,1,5.7700000000000005,2019-10-18,17.310000000000002,3.0,1,1,134,1,3,111
331945979,3,1,5.24,2019-12-17,15.72,3.0,1,1,74,3,5,311
332087565,52,5,5.364423076923076,2020-01-11,278.95,10.4,1,1,49,4,6,411
332411239,25,1,2.0464,2020-02-26,51.160000000000004,25.0,1,1,3,5,7,511
332502406,2,1,5.23,2019-10-29,10.46,2.0,1,1,123,1,3,111
332510792,2,1,17.46,2019-12-18,34.92,2.0,1,1,73,3,5,311
332563072,5,2,13.901999999999997,2020-02-10,69.50999999999999,2.5,1,1,19,5,7,511
332636685,5,1,4.412,2019-11-19,22.06,5.0,1,1,102,2,4,211
332859063,18,1,1.7866666666666668,2020-02-13,32.160000000000004,18.0,1,1,16,5,7,511
333200025,25,2,4.0148,2019-12-01,100.37,12.5,1,1,90,3,5,311
333482220,4,1,4.8025,2020-01-27,19.21,4.0,1,1,33,4,6,411
333614131,20,1,3.2954999999999997,2020-01-21,65.91,20.0,1,1,39,4,6,411
333657864,9,1,4.46,2019-12-12,40.14,9.0,1,1,79,3,5,311
333667490,2,1,6.54,2019-12-01,13.08,2.0,1,1,90,3,5,311
333708617,5,1,1.97,2019-10-24,9.85,5.0,1,1,128,1,3,111
333810309,4,1,5.68,2019-10-19,22.72,4.0,1,1,133,1,3,111
334016148,11,1,3.293636363636364,2019-10-14,36.230000000000004,11.0,1,1,138,1,3,111
334055986,5,1,7.936,2019-12-22,39.68,5.0,1,1,69,3,5,311
334218338,4,1,3.9299999999999997,2019-12-06,15.719999999999999,4.0,1,1,85,3,5,311
334245176,41,4,3.0760975609756094,2020-02-12,126.11999999999999,10.25,1,1,17,5,7,511
334373423,88,4,5.239090909090908,2020-01-31,461.03999999999996,22.0,1,2,29,5,8,512
334644185,15,3,3.4286666666666665,2020-02-18,51.43,5.0,1,1,11,5,7,511
334743236,1,1,18.25,2019-10-20,18.25,1.0,1,1,132,1,3,111
334769066,29,3,3.190689655172414,2020-01-28,92.53,9.666666666666666,1,1,32,4,6,411
334819121,7,1,5.677142857142857,2020-01-11,39.74,7.0,1,1,49,4,6,411
335185743,5,2,5.84,2019-12-19,29.2,2.5,1,1,72,3,5,311
335208640,3,1,5.766666666666667,2020-01-28,17.3,3.0,1,1,32,4,6,411
335330733,1,1,17.3,2020-01-18,17.3,1.0,1,1,42,4,6,411
335657579,11,1,2.92,2019-11-29,32.12,11.0,1,1,92,2,4,211
336050884,4,1,3.0774999999999997,2019-10-18,12.309999999999999,4.0,1,1,134,1,3,111
336537196,2,1,4.84,2019-10-30,9.68,2.0,1,1,122,1,3,111
337676018,17,1,3.7958823529411765,2019-11-20,64.53,17.0,1,1,101,2,4,211
337719323,3,1,16.563333333333333,2019-11-11,49.69,3.0,1,1,110,2,4,211
337725468,5,1,7.946000000000001,2019-11-28,39.730000000000004,5.0,1,1,93,2,4,211
338214465,18,3,3.7527777777777778,2020-02-16,67.55,6.0,1,1,13,5,7,511
338309661,8,2,4.61375,2019-10-24,36.91,4.0,1,1,128,1,3,111
338594981,1,1,18.25,2020-01-09,18.25,1.0,1,1,51,4,6,411
338670754,1,1,58.73,2019-11-07,58.73,1.0,1,1,114,2,4,211
338789213,42,2,2.4164285714285714,2020-02-21,101.49,21.0,1,1,8,5,7,511
338853539,9,1,5.422222222222222,2020-02-09,48.8,9.0,1,1,20,5,7,511
338906352,12,1,6.8825,2019-10-13,82.59,12.0,1,1,139,1,3,111
339246635,15,2,3.927333333333333,2020-02-10,58.91,7.5,1,1,19,5,7,511
339290063,2,1,6.98,2020-01-07,13.96,2.0,1,1,53,4,6,411
339322166,39,1,2.272051282051282,2020-01-27,88.61,39.0,1,1,33,4,6,411
339810627,6,1,3.2533333333333334,2019-10-16,19.52,6.0,1,1,136,1,3,111
339836946,4,1,6.0424999999999995,2019-11-05,24.169999999999998,4.0,1,1,116,2,4,211
339866730,3,1,4.92,2020-01-28,14.76,3.0,1,1,32,4,6,411
340022875,6,1,1.7316666666666667,2020-02-04,10.39,6.0,1,1,25,5,7,511
340153028,2,1,11.225,2019-10-20,22.45,2.0,1,1,132,1,3,111
340296620,1,1,15.16,2019-11-06,15.16,1.0,1,1,115,2,4,211
340577508,8,1,6.05375,2019-10-16,48.43,8.0,1,1,136,1,3,111
340723470,18,2,11.89111111111111,2019-12-11,214.04,9.0,1,1,80,3,5,311
340735662,14,2,9.61,2020-02-10,134.54,7.0,1,1,19,5,7,511
341332675,9,1,10.806666666666667,2019-11-11,97.26,9.0,1,1,110,2,4,211
341732888,1,1,3.49,2020-02-12,3.49,1.0,1,1,17,5,7,511
341932949,33,2,3.203030303030303,2019-10-30,105.7,16.5,1,1,122,1,3,111
341949429,2,1,7.14,2019-10-02,14.28,2.0,1,1,150,1,3,111
342451467,6,1,6.296666666666667,2019-12-04,37.78,6.0,1,1,87,3,5,311
342923349,5,1,4.518,2020-02-28,22.59,5.0,1,1,1,5,7,511
343696546,29,3,7.627241379310345,2020-02-26,221.19,9.666666666666666,1,1,3,5,7,511
343861711,9,1,5.227777777777778,2019-11-08,47.05,9.0,1,1,113,2,4,211
343932222,9,1,2.7111111111111112,2020-01-25,24.400000000000002,9.0,1,1,35,4,6,411
343979312,20,3,6.0575,2020-02-07,121.15,6.666666666666667,1,1,22,5,7,511
344168208,20,2,1.9815,2019-12-15,39.63,10.0,1,1,76,3,5,311
344346165,23,2,5.9308695652173915,2019-12-09,136.41,11.5,1,1,82,3,5,311
344657149,6,1,5.831666666666666,2019-10-14,34.989999999999995,6.0,1,1,138,1,3,111
344716411,3,1,12.83,2020-01-06,38.49,3.0,1,1,54,4,6,411
345223184,4,1,13.415000000000001,2019-11-07,53.660000000000004,4.0,1,1,114,2,4,211
345229156,23,2,2.512608695652174,2020-01-13,57.79,11.5,1,1,47,4,6,411
345475088,19,2,7.367894736842106,2020-02-29,139.99,9.5,1,1,0,5,7,511
345504989,6,1,3.8800000000000003,2020-02-06,23.28,6.0,1,1,23,5,7,511
345537282,5,1,11.11,2020-02-16,55.55,5.0,1,1,13,5,7,511
345747085,2,1,8.57,2019-12-26,17.14,2.0,1,1,65,3,5,311
345787607,5,1,6.03,2019-10-16,30.150000000000002,5.0,1,1,136,1,3,111
346042133,9,1,2.572222222222222,2020-01-12,23.15,9.0,1,1,48,4,6,411
346137626,9,1,4.226666666666667,2019-10-02,38.04,9.0,1,1,150,1,3,111
346172378,13,1,3.0869230769230764,2019-12-14,40.129999999999995,13.0,1,1,77,3,5,311
346284346,10,2,4.549,2019-12-15,45.49,5.0,1,1,76,3,5,311
346401002,2,1,4.335,2020-02-26,8.67,2.0,1,1,3,5,7,511
346496956,3,1,8.436666666666666,2019-12-08,25.309999999999995,3.0,1,1,83,3,5,311
346550366,5,1,3.418,2019-10-10,17.09,5.0,1,1,142,1,3,111
346593917,13,1,2.87,2020-02-19,37.31,13.0,1,1,10,5,7,511
346663465,17,1,2.5841176470588234,2019-10-02,43.93,17.0,1,1,150,1,3,111
347189676,6,2,7.603333333333333,2020-01-13,45.62,3.0,1,1,47,4,6,411
347428180,3,1,4.8133333333333335,2020-01-09,14.440000000000001,3.0,1,1,51,4,6,411
347519551,24,3,4.2375,2020-02-11,101.69999999999999,8.0,1,1,18,5,7,511
347566797,28,7,7.518571428571429,2020-02-26,210.52,4.0,2,1,3,5,8,521
347774461,9,2,5.2555555555555555,2019-12-10,47.3,4.5,1,1,81,3,5,311
347852496,14,1,2.582857142857143,2019-12-09,36.160000000000004,14.0,1,1,82,3,5,311
347929930,3,1,7.1066666666666665,2019-12-12,21.32,3.0,1,1,79,3,5,311
347954494,5,2,5.272,2020-01-19,26.36,2.5,1,1,41,4,6,411
347989742,9,2,2.8755555555555556,2019-11-13,25.880000000000003,4.5,1,1,108,2,4,211
348628567,7,2,5.331428571428572,2020-01-07,37.32,3.5,1,1,53,4,6,411
348672464,22,1,4.55,2019-12-12,100.1,22.0,1,1,79,3,5,311
348696600,11,1,1.9672727272727273,2020-01-04,21.64,11.0,1,1,56,4,6,411
348748365,45,3,3.251333333333333,2019-11-13,146.31,15.0,1,1,108,2,4,211
348771803,9,2,3.1533333333333338,2020-01-15,28.380000000000003,4.5,1,1,45,4,6,411
348848873,3,1,12.56,2019-11-21,37.68,3.0,1,1,100,2,4,211
349143425,6,1,4.76,2020-01-14,28.56,6.0,1,1,46,4,6,411
349225710,3,1,15.686666666666667,2020-02-16,47.06,3.0,1,1,13,5,7,511
349640287,2,1,16.035,2019-10-25,32.07,2.0,1,1,127,1,3,111
349941797,4,1,4.675000000000001,2019-12-18,18.700000000000003,4.0,1,1,73,3,5,311
350133770,5,1,4.7459999999999996,2020-01-31,23.729999999999997,5.0,1,1,29,5,7,511
350372367,13,1,2.4699999999999998,2019-10-22,32.11,13.0,1,1,130,1,3,111
350482247,5,1,4.258,2019-11-08,21.29,5.0,1,1,113,2,4,211
350543724,1,1,3.49,2019-10-28,3.49,1.0,1,1,124,1,3,111
350652254,4,1,16.310000000000002,2019-10-05,65.24000000000001,4.0,1,1,147,1,3,111
350683389,28,2,4.041785714285714,2019-12-13,113.16999999999999,14.0,1,1,78,3,5,311
350858921,4,1,12.620000000000001,2020-02-02,50.480000000000004,4.0,1,1,27,5,7,511
350872298,1,1,10.63,2019-10-03,10.63,1.0,1,1,149,1,3,111
350894323,1,1,15.87,2019-10-03,15.87,1.0,1,1,149,1,3,111
350987705,9,1,1.586666666666667,2019-12-12,14.280000000000001,9.0,1,1,79,3,5,311
351033422,3,1,9.9,2019-11-13,29.700000000000003,3.0,1,1,108,2,4,211
351436699,2,1,3.33,2020-02-08,6.66,2.0,1,1,21,5,7,511
351506606,6,1,2.8783333333333334,2019-11-23,17.27,6.0,1,1,98,2,4,211
351602309,6,2,11.503333333333336,2019-12-10,69.02000000000001,3.0,1,1,81,3,5,311
351609677,4,1,2.3025,2019-11-24,9.21,4.0,1,1,97,2,4,211
351700928,3,1,7.533333333333334,2019-11-12,22.6,3.0,1,1,109,2,4,211
351821612,13,1,4.3015384615384615,2019-12-06,55.92,13.0,1,1,85,3,5,311
351828188,4,1,10.3575,2020-02-10,41.43,4.0,1,1,19,5,7,511
351832187,3,1,9.94,2020-01-18,29.82,3.0,1,1,42,4,6,411
351945918,69,4,4.426666666666667,2020-01-15,305.44,17.25,1,1,45,4,6,411
352121905,5,2,6.454000000000001,2019-12-12,32.27,2.5,1,1,79,3,5,311
352344667,11,1,6.651818181818182,2019-11-24,73.17,11.0,1,1,97,2,4,211
352520618,1,1,10.0,2019-11-14,10.0,1.0,1,1,107,2,4,211
352572102,29,1,3.865517241379311,2019-10-17,112.10000000000001,29.0,1,1,135,1,3,111
352584894,4,1,3.71,2019-12-08,14.84,4.0,1,1,83,3,5,311
352718006,21,1,6.44095238095238,2019-11-11,135.26,21.0,1,1,110,2,4,211
352985081,20,1,4.119,2019-12-06,82.38,20.0,1,1,85,3,5,311
353047696,8,1,1.99625,2020-01-07,15.97,8.0,1,1,53,4,6,411
353331222,3,1,3.3266666666666667,2020-02-17,9.98,3.0,1,1,12,5,7,511
353354642,24,3,3.9195833333333336,2020-02-11,94.07000000000001,8.0,1,1,18,5,7,511
353476375,15,1,2.731333333333333,2019-10-30,40.97,15.0,1,1,122,1,3,111
353691167,4,1,3.8875,2019-10-08,15.55,4.0,1,1,144,1,3,111
353795750,3,1,5.069999999999999,2019-11-14,15.209999999999997,3.0,1,1,107,2,4,211
353957529,11,1,5.985454545454545,2019-10-30,65.84,11.0,1,1,122,1,3,111
354188787,16,4,7.15875,2019-12-17,114.54,4.0,1,1,74,3,5,311
354377508,5,1,3.5800000000000005,2019-11-09,17.900000000000002,5.0,1,1,112,2,4,211
354441395,10,1,6.114,2019-11-07,61.14,10.0,1,1,114,2,4,211
354686104,48,4,2.419791666666667,2020-02-05,116.15,12.0,1,1,24,5,7,511
355116658,99,1,4.4363636363636365,2019-11-30,439.2,99.0,1,2,91,2,5,212
355223648,19,1,4.991052631578947,2019-10-26,94.83,19.0,1,1,126,1,3,111
355244279,10,1,2.747,2019-10-12,27.47,10.0,1,1,140,1,3,111
355680210,10,1,4.436,2019-12-17,44.36,10.0,1,1,74,3,5,311
355849921,37,3,5.291891891891892,2020-02-10,195.79999999999998,12.333333333333334,1,1,19,5,7,511
355868388,120,15,2.27075,2020-02-23,272.49,8.0,4,1,6,5,10,541
355939066,12,2,7.8075,2019-11-29,93.69,6.0,1,1,92,2,4,211
356054974,3,1,3.5766666666666667,2019-11-03,10.73,3.0,1,1,118,2,4,211
